================[ Joint Distribution ]================
Value	Probability	
[false, true, true, true, false, true, false]	0	
[false, true, true, true, false, false, true]	0	
[false, true, true, true, false, false, false]	0	
[false, true, true, false, true, true, true]	0	
[false, true, true, false, true, true, false]	0	
[false, true, true, false, true, false, true]	0	
[false, true, true, false, true, false, false]	0	
[false, true, true, false, false, true, true]	0	
[false, true, true, false, false, true, false]	0	
[false, true, true, false, false, false, true]	0	
[false, true, true, false, false, false, false]	0	
[false, true, false, true, true, true, true]	0	
[false, true, false, true, true, true, false]	0	
[false, true, false, true, true, false, true]	0	
[false, true, false, true, true, false, false]	0	
[false, true, false, true, false, true, true]	0	
[false, true, false, true, false, true, false]	0	
[false, true, false, true, false, false, true]	0	
[false, true, false, true, false, false, false]	0	
[false, true, false, false, true, true, true]	0	
[false, true, false, false, true, true, false]	0	
[false, true, false, false, true, false, true]	0	
[false, true, false, false, true, false, false]	0	
[false, true, false, false, false, true, true]	0	
[false, true, false, false, false, true, false]	0	
[false, true, false, false, false, false, true]	0	
[false, true, false, false, false, false, false]	0	
[false, false, true, true, true, true, true]	0	
[false, false, true, true, true, true, false]	0	
[false, false, true, true, true, false, true]	0	
[false, false, true, true, true, false, false]	0	
[false, false, true, true, false, true, true]	0	
[false, false, true, true, false, true, false]	0	
[false, false, true, true, false, false, true]	0	
[false, false, true, true, false, false, false]	0	
[false, false, true, false, true, true, true]	0	
[false, false, true, false, true, true, false]	0	
[false, false, true, false, true, false, true]	0	
[false, false, true, false, true, false, false]	0	
[false, false, true, false, false, true, true]	0	
[false, false, true, false, false, true, false]	0	
[false, false, true, false, false, false, true]	0	
[false, false, true, false, false, false, false]	0	
[false, false, false, true, true, true, true]	0	
[false, false, false, true, true, true, false]	0	
[false, false, false, true, true, false, true]	0	
[false, false, false, true, true, false, false]	0	
[false, false, false, true, false, true, true]	0	
[false, false, false, true, false, true, false]	0	
[false, false, false, true, false, false, true]	0	
[false, false, false, true, false, false, false]	0	
[false, false, false, false, true, true, true]	0	
[false, false, false, false, true, true, false]	0	
[false, false, false, false, true, false, true]	0	
[false, false, false, false, true, false, false]	0	
[false, false, false, false, false, true, true]	0	
[false, false, false, false, false, true, false]	0	
[false, false, false, false, false, false, true]	0	
[false, false, false, false, false, false, false]	0	
[true, true, true, true, true, true, true, true]	0	
[true, true, true, true, true, true, true, false]	0	
[true, true, true, true, true, true, false, true]	0	
[true, true, true, true, true, true, false, false]	0	
[true, true, true, true, true, false, true, true]	0	
[true, true, true, true, true, false, true, false]	0	
[true, true, true, true, true, false, false, true]	0	
[true, true, true, true, true, false, false, false]	0	
[true, true, true, true, false, true, true, true]	0	
[true, true, true, true, false, true, true, false]	0	
[true, true, true, true, false, true, false, true]	0	
[true, true, true, true, false, true, false, false]	0	
[true, true, true, true, false, false, true, true]	0	
[true, true, true, true, false, false, true, false]	0	
[true, true, true, true, false, false, false, true]	0	
[true, true, true, true, false, false, false, false]	0	
[true, true, true, false, true, true, true, true]	0	
[true, true, true, false, true, true, true, false]	0	
[true, true, true, false, true, true, false, true]	0	
[true, true, true, false, true, true, false, false]	0	
[true, true, true, false, true, false, true, true]	0	
[true, true, true, false, true, false, true, false]	0	
[true, true, true, false, true, false, false, true]	0	
[true, true, true, false, true, false, false, false]	0	
[true, true, true, false, false, true, true, true]	0	
[true, true, true, false, false, true, true, false]	0	
[true, true, true, false, false, true, false, true]	0	
[true, true, true, false, false, true, false, false]	0	
[true, true, true, false, false, false, true, true]	0	
[true, true, true, false, false, false, true, false]	0	
[true, true, true, false, false, false, false, true]	0	
[true, true, true, false, false, false, false, false]	0	
[true, true, false, true, true, true, true, true]	0	
[true, true, false, true, true, true, true, false]	0	
[true, true, false, true, true, true, false, true]	0	
[true, true, false, true, true, true, false, false]	0	
[true, true, false, true, true, false, true, true]	0	
[true, true, false, true, true, false, true, false]	0	
[true, true, false, true, true, false, false, true]	0	
[true, true, false, true, true, false, false, false]	0	
[true, true, false, true, false, true, true, true]	0	
[true, true, false, true, false, true, true, false]	0	
[true, true, false, true, false, true, false, true]	0	
[true, true, false, true, false, true, false, false]	0	
[true, true, false, true, false, false, true, true]	0	
[true, true, false, true, false, false, true, false]	0	
[true, true, false, true, false, false, false, true]	0	
[true, true, false, true, false, false, false, false]	0	
[true, true, false, false, true, true, true, true]	0	
[true, true, false, false, true, true, true, false]	0	
[true, true, false, false, true, true, false, true]	0	
[true, true, false, false, true, true, false, false]	0	
[true, true, false, false, true, false, true, true]	0	
[true, true, false, false, true, false, true, false]	0	
[true, true, false, false, true, false, false, true]	0	
[true, true, false, false, true, false, false, false]	0	
[true, true, false, false, false, true, true, true]	0	
[true, true, false, false, false, true, true, false]	0	
[true, true, false, false, false, true, false, true]	0	
[true, true, false, false, false, true, false, false]	0	
[true, true, false, false, false, false, true, true]	0	
[true, true, false, false, false, false, true, false]	0	
[true, true, false, false, false, false, false, true]	0	
[true, true, false, false, false, false, false, false]	0	
[true, false, true, true, true, true, true, true]	0	
[true, false, true, true, true, true, true, false]	0	
[true, false, true, true, true, true, false, true]	0	
[true, false, true, true, true, true, false, false]	0	
[true, false, true, true, true, false, true, true]	0	
[true, false, true, true, true, false, true, false]	0	
[true, false, true, true, true, false, false, true]	0	
[true, false, true, true, true, false, false, false]	0	
[true, false, true, true, false, true, true, true]	0	
[true, false, true, true, false, true, true, false]	0	
[true, false, true, true, false, true, false, true]	0	
[true, false, true, true, false, true, false, false]	0	
[true, false, true, true, false, false, true, true]	0	
[true, false, true, true, false, false, true, false]	0	
[true, false, true, true, false, false, false, true]	0	
[true, false, true, true, false, false, false, false]	0	
[true, false, true, false, true, true, true, true]	0	
[true, false, true, false, true, true, true, false]	0	
[true, false, true, false, true, true, false, true]	0	
[true, false, true, false, true, true, false, false]	0	
[true, false, true, false, true, false, true, true]	0	
[true, false, true, false, true, false, true, false]	0	
[true, false, true, false, true, false, false, true]	0	
[true, false, true, false, true, false, false, false]	0	
[true, false, true, false, false, true, true, true]	0	
[true, false, true, false, false, true, true, false]	0	
[true, false, true, false, false, true, false, true]	0	
[true, false, true, false, false, true, false, false]	0	
[true, false, true, false, false, false, true, true]	0	
[true, false, true, false, false, false, true, false]	0	
[true, false, true, false, false, false, false, true]	0	
[true, false, true, false, false, false, false, false]	0	
[true, false, false, true, true, true, true, true]	0	
[true, false, false, true, true, true, true, false]	0	
[true, false, false, true, true, true, false, true]	0	
[true, false, false, true, true, true, false, false]	0	
[true, false, false, true, true, false, true, true]	0	
[true, false, false, true, true, false, true, false]	0	
[true, false, false, true, true, false, false, true]	0	
[true, false, false, true, true, false, false, false]	0	
[true, false, false, true, false, true, true, true]	0	
[true, false, false, true, false, true, true, false]	0	
[true, false, false, true, false, true, false, true]	0	
[true, false, false, true, false, true, false, false]	0	
[true, false, false, true, false, false, true, true]	0	
[true, false, false, true, false, false, true, false]	0	
[true, false, false, true, false, false, false, true]	0	
[true, false, false, true, false, false, false, false]	0	
[true, false, false, false, true, true, true, true]	0	
[true, false, false, false, true, true, true, false]	0	
[true, false, false, false, true, true, false, true]	0	
[true, false, false, false, true, true, false, false]	0	
[true, false, false, false, true, false, true, true]	0	
[true, false, false, false, true, false, true, false]	0	
[true, false, false, false, true, false, false, true]	0	
[true, false, false, false, true, false, false, false]	0	
[true, false, false, false, false, true, true, true]	0	
[true, false, false, false, false, true, true, false]	0	
[true, false, false, false, false, true, false, true]	0	
[true, false, false, false, false, true, false, false]	0	
[true, false, false, false, false, false, true, true]	0	
[true, false, false, false, false, false, true, false]	0	
[true, false, false, false, false, false, false, true]	0	
[true, false, false, false, false, false, false, false]	0	
[false, true, true, true, true, true, true, true]	0	
[false, true, true, true, true, true, true, false]	0	
[false, true, true, true, true, true, false, true]	0	
[false, true, true, true, true, true, false, false]	0	
[false, true, true, true, true, false, true, true]	0	
[false, true, true, true, true, false, true, false]	0	
[false, true, true, true, true, false, false, true]	0	
[false, true, true, true, true, false, false, false]	0	
[false, true, true, true, false, true, true, true]	0	
[false, true, true, true, false, true, true, false]	0	
[false, true, true, true, false, true, false, true]	0	
[false, true, true, true, false, true, false, false]	0	
[false, true, true, true, false, false, true, true]	0	
[false, true, true, true, false, false, true, false]	0	
[false, true, true, true, false, false, false, true]	0	
[false, true, true, true, false, false, false, false]	0	
[false, true, true, false, true, true, true, true]	0	
[false, true, true, false, true, true, true, false]	0	
[false, true, true, false, true, true, false, true]	0	
[false, true, true, false, true, true, false, false]	0	
[false, true, true, false, true, false, true, true]	0	
[false, true, true, false, true, false, true, false]	0	
[false, true, true, false, true, false, false, true]	0	
[false, true, true, false, true, false, false, false]	0	
[false, true, true, false, false, true, true, true]	0	
[false, true, true, false, false, true, true, false]	0	
[false, true, true, false, false, true, false, true]	0	
[false, true, true, false, false, true, false, false]	0	
[false, true, true, false, false, false, true, true]	0	
[false, true, true, false, false, false, true, false]	0	
[false, true, true, false, false, false, false, true]	0	
[false, true, true, false, false, false, false, false]	0	
[false, true, false, true, true, true, true, true]	0	
[false, true, false, true, true, true, true, false]	0	
[false, true, false, true, true, true, false, true]	0	
[false, true, false, true, true, true, false, false]	0	
[false, true, false, true, true, false, true, true]	0	
[false, true, false, true, true, false, true, false]	0	
[false, true, false, true, true, false, false, true]	0	
[false, true, false, true, true, false, false, false]	0	
[false, true, false, true, false, true, true, true]	0	
[false, true, false, true, false, true, true, false]	0	
[false, true, false, true, false, true, false, true]	0	
[false, true, false, true, false, true, false, false]	0	
[false, true, false, true, false, false, true, true]	0	
[false, true, false, true, false, false, true, false]	0	
[false, true, false, true, false, false, false, true]	0	
[false, true, false, true, false, false, false, false]	0	
[false, true, false, false, true, true, true, true]	0	
[false, true, false, false, true, true, true, false]	0	
[false, true, false, false, true, true, false, true]	0	
[false, true, false, false, true, true, false, false]	0	
[false, true, false, false, true, false, true, true]	0	
[false, true, false, false, true, false, true, false]	0	
[false, true, false, false, true, false, false, true]	0	
[false, true, false, false, true, false, false, false]	0	
[false, true, false, false, false, true, true, true]	0	
[false, true, false, false, false, true, true, false]	0	
[false, true, false, false, false, true, false, true]	0	
[false, true, false, false, false, true, false, false]	0	
[false, true, false, false, false, false, true, true]	0	
[false, true, false, false, false, false, true, false]	0	
[false, true, false, false, false, false, false, true]	0	
[false, true, false, false, false, false, false, false]	0	
[false, false, true, true, true, true, true, true]	0	
[false, false, true, true, true, true, true, false]	0	
[false, false, true, true, true, true, false, true]	0	
[false, false, true, true, true, true, false, false]	0	
[false, false, true, true, true, false, true, true]	0	
[false, false, true, true, true, false, true, false]	0	
[false, false, true, true, true, false, false, true]	0	
[false, false, true, true, true, false, false, false]	0	
[false, false, true, true, false, true, true, true]	0	
[false, false, true, true, false, true, true, false]	0	
[false, false, true, true, false, true, false, true]	0	
[false, false, true, true, false, true, false, false]	0	
[false, false, true, true, false, false, true, true]	0	
[false, false, true, true, false, false, true, false]	0	
[false, false, true, true, false, false, false, true]	0	
[false, false, true, true, false, false, false, false]	0	
[false, false, true, false, true, true, true, true]	0	
[false, false, true, false, true, true, true, false]	0	
[false, false, true, false, true, true, false, true]	0	
[false, false, true, false, true, true, false, false]	0	
[false, false, true, false, true, false, true, true]	0	
[false, false, true, false, true, false, true, false]	0	
[false, false, true, false, true, false, false, true]	0	
[false, false, true, false, true, false, false, false]	0	
[false, false, true, false, false, true, true, true]	0	
[false, false, true, false, false, true, true, false]	0	
[false, false, true, false, false, true, false, true]	0	
[false, false, true, false, false, true, false, false]	0	
[false, false, true, false, false, false, true, true]	0	
[false, false, true, false, false, false, true, false]	0	
[false, false, true, false, false, false, false, true]	0	
[false, false, true, false, false, false, false, false]	0	
[false, false, false, true, true, true, true, true]	0	
[false, false, false, true, true, true, true, false]	0	
[false, false, false, true, true, true, false, true]	0	
[false, false, false, true, true, true, false, false]	0	
[false, false, false, true, true, false, true, true]	0	
[false, false, false, true, true, false, true, false]	0	
[false, false, false, true, true, false, false, true]	0	
[false, false, false, true, true, false, false, false]	0	
[false, false, false, true, false, true, true, true]	0	
[false, false, false, true, false, true, true, false]	0	
[false, false, false, true, false, true, false, true]	0	
[false, false, false, true, false, true, false, false]	0	
[false, false, false, true, false, false, true, true]	0	
[false, false, false, true, false, false, true, false]	0	
[false, false, false, true, false, false, false, true]	0	
[false, false, false, true, false, false, false, false]	0	
[false, false, false, false, true, true, true, true]	0	
[false, false, false, false, true, true, true, false]	0	
[false, false, false, false, true, true, false, true]	0	
[false, false, false, false, true, true, false, false]	0	
[false, false, false, false, true, false, true, true]	0	
[false, false, false, false, true, false, true, false]	0	
[false, false, false, false, true, false, false, true]	0	
[false, false, false, false, true, false, false, false]	0	
[false, false, false, false, false, true, true, true]	0	
[false, false, false, false, false, true, true, false]	0	
[false, false, false, false, false, true, false, true]	0	
[false, false, false, false, false, true, false, false]	0	
[false, false, false, false, false, false, true, true]	0	
[false, false, false, false, false, false, true, false]	0	
[false, false, false, false, false, false, false, true]	0	
[false, false, false, false, false, false, false, false]	0	
[true, true, true, true, true, true, true, true, true]	0.000033319	
[true, true, true, true, true, true, true, true, false]	0.000044426	
[true, true, true, true, true, true, true, false, true]	0.000172768	
[true, true, true, true, true, true, true, false, false]	0.000021596	
[true, true, true, true, true, true, false, true, true]	0.000103661	
[true, true, true, true, true, true, false, true, false]	0.000138214	
[true, true, true, true, true, true, false, false, true]	0.000752499	
[true, true, true, true, true, true, false, false, false]	0.000094062	
[true, true, true, true, true, false, true, true, true]	0.000004859	
[true, true, true, true, true, false, true, true, false]	0.000008098	
[true, true, true, true, true, false, true, false, true]	0.000026504	
[true, true, true, true, true, false, true, false, false]	0.00000589	
[true, true, true, true, true, false, false, true, true]	0.000015117	
[true, true, true, true, true, false, false, true, false]	0.000025195	
[true, true, true, true, true, false, false, false, true]	0.00011544	
[true, true, true, true, true, false, false, false, false]	0.000025653	
[true, true, true, true, false, true, true, true, true]	0.000136054	
[true, true, true, true, false, true, true, true, false]	0.000181406	
[true, true, true, true, false, true, true, false, true]	0.000846561	
[true, true, true, true, false, true, true, false, false]	0.00010582	
[true, true, true, true, false, true, false, true, true]	0.000395795	
[true, true, true, true, false, true, false, true, false]	0.000527726	
[true, true, true, true, false, true, false, false, true]	0.003694084	
[true, true, true, true, false, true, false, false, false]	0.00046176	
[true, true, true, true, false, false, true, true, true]	0.000059524	
[true, true, true, true, false, false, true, true, false]	0.000099206	
[true, true, true, true, false, false, true, false, true]	0.00038961	
[true, true, true, true, false, false, true, false, false]	0.00008658	
[true, true, true, true, false, false, false, true, true]	0.00017316	
[true, true, true, true, false, false, false, true, false]	0.0002886	
[true, true, true, true, false, false, false, false, true]	0.001700118	
[true, true, true, true, false, false, false, false, false]	0.000377804	
[true, true, true, false, true, true, true, true, true]	0.000086384	
[true, true, true, false, true, true, true, true, false]	0.000115178	
[true, true, true, false, true, true, true, false, true]	0.000447916	
[true, true, true, false, true, true, true, false, false]	0.000055989	
[true, true, true, false, true, true, false, true, true]	0.000335937	
[true, true, true, false, true, true, false, true, false]	0.000447916	
[true, true, true, false, true, true, false, false, true]	0.002438653	
[true, true, true, false, true, true, false, false, false]	0.000304832	
[true, true, true, false, true, false, true, true, true]	0.000012598	
[true, true, true, false, true, false, true, true, false]	0.000020996	
[true, true, true, false, true, false, true, false, true]	0.000068714	
[true, true, true, false, true, false, true, false, false]	0.00001527	
[true, true, true, false, true, false, false, true, true]	0.000048991	
[true, true, true, false, true, false, false, true, false]	0.000081651	
[true, true, true, false, true, false, false, false, true]	0.000374111	
[true, true, true, false, true, false, false, false, false]	0.000083136	
[true, true, true, false, false, true, true, true, true]	0.000470312	
[true, true, true, false, false, true, true, true, false]	0.000627082	
[true, true, true, false, false, true, true, false, true]	0.002926383	
[true, true, true, false, false, true, true, false, false]	0.000365798	
[true, true, true, false, false, true, false, true, true]	0.001710224	
[true, true, true, false, false, true, false, true, false]	0.002280299	
[true, true, true, false, false, true, false, false, true]	0.01596209	
[true, true, true, false, false, true, false, false, false]	0.001995261	
[true, true, true, false, false, false, true, true, true]	0.000205761	
[true, true, true, false, false, false, true, true, false]	0.000342936	
[true, true, true, false, false, false, true, false, true]	0.001346801	
[true, true, true, false, false, false, true, false, false]	0.000299289	
[true, true, true, false, false, false, false, true, true]	0.000748223	
[true, true, true, false, false, false, false, true, false]	0.001247038	
[true, true, true, false, false, false, false, false, true]	0.007346189	
[true, true, true, false, false, false, false, false, false]	0.001632486	
[true, true, false, true, true, true, true, true, true]	0.000058309	
[true, true, false, true, true, true, true, true, false]	0.000077745	
[true, true, false, true, true, true, true, false, true]	0.000302343	
[true, true, false, true, true, true, true, false, false]	0.000037793	
[true, true, false, true, true, true, false, true, true]	0.000181406	
[true, true, false, true, true, true, false, true, false]	0.000241875	
[true, true, false, true, true, true, false, false, true]	0.001316872	
[true, true, false, true, true, true, false, false, false]	0.000164609	
[true, true, false, true, true, false, true, true, true]	0.000017007	
[true, true, false, true, true, false, true, true, false]	0.000028345	
[true, true, false, true, true, false, true, false, true]	0.000092764	
[true, true, false, true, true, false, true, false, false]	0.000020614	
[true, true, false, true, true, false, false, true, true]	0.00005291	
[true, true, false, true, true, false, false, true, false]	0.000088183	
[true, true, false, true, true, false, false, false, true]	0.00040404	
[true, true, false, true, true, false, false, false, false]	0.000089787	
[true, true, false, true, false, true, true, true, true]	0.000222635	
[true, true, false, true, false, true, true, true, false]	0.000296846	
[true, true, false, true, false, true, true, false, true]	0.001385281	
[true, true, false, true, false, true, true, false, false]	0.00017316	
[true, true, false, true, false, true, false, true, true]	0.000647664	
[true, true, false, true, false, true, false, true, false]	0.000863552	
[true, true, false, true, false, true, false, false, true]	0.006044864	
[true, true, false, true, false, true, false, false, false]	0.000755608	
[true, true, false, true, false, false, true, true, true]	0.000162338	
[true, true, false, true, false, false, true, true, false]	0.000270563	
[true, true, false, true, false, false, true, false, true]	0.001062574	
[true, true, false, true, false, false, true, false, false]	0.000236128	
[true, true, false, true, false, false, false, true, true]	0.000472255	
[true, true, false, true, false, false, false, true, false]	0.000787092	
[true, true, false, true, false, false, false, false, true]	0.004636686	
[true, true, false, true, false, false, false, false, false]	0.001030375	
[true, true, false, false, true, true, true, true, true]	0.000151172	
[true, true, false, false, true, true, true, true, false]	0.000201562	
[true, true, false, false, true, true, true, false, true]	0.000783853	
[true, true, false, false, true, true, true, false, false]	0.000097982	
[true, true, false, false, true, true, false, true, true]	0.000587889	
[true, true, false, false, true, true, false, true, false]	0.000783853	
[true, true, false, false, true, true, false, false, true]	0.004267642	
[true, true, false, false, true, true, false, false, false]	0.000533455	
[true, true, false, false, true, false, true, true, true]	0.000044092	
[true, true, false, false, true, false, true, true, false]	0.000073486	
[true, true, false, false, true, false, true, false, true]	0.0002405	
[true, true, false, false, true, false, true, false, false]	0.000053444	
[true, true, false, false, true, false, false, true, true]	0.000171468	
[true, true, false, false, true, false, false, true, false]	0.00028578	
[true, true, false, false, true, false, false, false, true]	0.00130939	
[true, true, false, false, true, false, false, false, false]	0.000290976	
[true, true, false, false, false, true, true, true, true]	0.000769601	
[true, true, false, false, false, true, true, true, false]	0.001026134	
[true, true, false, false, false, true, true, false, true]	0.004788627	
[true, true, false, false, false, true, true, false, false]	0.000598578	
[true, true, false, false, false, true, false, true, true]	0.002798548	
[true, true, false, false, false, true, false, true, false]	0.003731398	
[true, true, false, false, false, true, false, false, true]	0.026119784	
[true, true, false, false, false, true, false, false, false]	0.003264973	
[true, true, false, false, false, false, true, true, true]	0.000561167	
[true, true, false, false, false, false, true, true, false]	0.000935279	
[true, true, false, false, false, false, true, false, true]	0.003673095	
[true, true, false, false, false, false, true, false, false]	0.000816243	
[true, true, false, false, false, false, false, true, true]	0.002040608	
[true, true, false, false, false, false, false, true, false]	0.003401014	
[true, true, false, false, false, false, false, false, true]	0.020035061	
[true, true, false, false, false, false, false, false, false]	0.004452236	
[true, false, true, true, true, true, true, true, true]	0.000043732	
[true, false, true, true, true, true, true, true, false]	0.000058309	
[true, false, true, true, true, true, true, false, true]	0.000226757	
[true, false, true, true, true, true, true, false, false]	0.000028345	
[true, false, true, true, true, true, false, true, true]	0.000136054	
[true, false, true, true, true, true, false, true, false]	0.000181406	
[true, false, true, true, true, true, false, false, true]	0.000987654	
[true, false, true, true, true, true, false, false, false]	0.000123457	
[true, false, true, true, true, false, true, true, true]	0.000006378	
[true, false, true, true, true, false, true, true, false]	0.000010629	
[true, false, true, true, true, false, true, false, true]	0.000034787	
[true, false, true, true, true, false, true, false, false]	0.00000773	
[true, false, true, true, true, false, false, true, true]	0.000019841	
[true, false, true, true, true, false, false, true, false]	0.000033069	
[true, false, true, true, true, false, false, false, true]	0.000151515	
[true, false, true, true, true, false, false, false, false]	0.00003367	
[true, false, true, true, false, true, true, true, true]	0.000208333	
[true, false, true, true, false, true, true, true, false]	0.000277778	
[true, false, true, true, false, true, true, false, true]	0.001296296	
[true, false, true, true, false, true, true, false, false]	0.000162037	
[true, false, true, true, false, true, false, true, true]	0.000606061	
[true, false, true, true, false, true, false, true, false]	0.000808081	
[true, false, true, true, false, true, false, false, true]	0.005656566	
[true, false, true, true, false, true, false, false, false]	0.000707071	
[true, false, true, true, false, false, true, true, true]	0.000091146	
[true, false, true, true, false, false, true, true, false]	0.00015191	
[true, false, true, true, false, false, true, false, true]	0.000596591	
[true, false, true, true, false, false, true, false, false]	0.000132576	
