================[ Joint Distribution ]================
Value	Probability	
[false, true, true, true, false, true, false]	0	
[false, true, true, true, false, false, true]	0	
[false, true, true, true, false, false, false]	0	
[false, true, true, false, true, true, true]	0	
[false, true, true, false, true, true, false]	0	
[false, true, true, false, true, false, true]	0	
[false, true, true, false, true, false, false]	0	
[false, true, true, false, false, true, true]	0	
[false, true, true, false, false, true, false]	0	
[false, true, true, false, false, false, true]	0	
[false, true, true, false, false, false, false]	0	
[false, true, false, true, true, true, true]	0	
[false, true, false, true, true, true, false]	0	
[false, true, false, true, true, false, true]	0	
[false, true, false, true, true, false, false]	0	
[false, true, false, true, false, true, true]	0	
[false, true, false, true, false, true, false]	0	
[false, true, false, true, false, false, true]	0	
[false, true, false, true, false, false, false]	0	
[false, true, false, false, true, true, true]	0	
[false, true, false, false, true, true, false]	0	
[false, true, false, false, true, false, true]	0	
[false, true, false, false, true, false, false]	0	
[false, true, false, false, false, true, true]	0	
[false, true, false, false, false, true, false]	0	
[false, true, false, false, false, false, true]	0	
[false, true, false, false, false, false, false]	0	
[false, false, true, true, true, true, true]	0	
[false, false, true, true, true, true, false]	0	
[false, false, true, true, true, false, true]	0	
[false, false, true, true, true, false, false]	0	
[false, false, true, true, false, true, true]	0	
[false, false, true, true, false, true, false]	0	
[false, false, true, true, false, false, true]	0	
[false, false, true, true, false, false, false]	0	
[false, false, true, false, true, true, true]	0	
[false, false, true, false, true, true, false]	0	
[false, false, true, false, true, false, true]	0	
[false, false, true, false, true, false, false]	0	
[false, false, true, false, false, true, true]	0	
[false, false, true, false, false, true, false]	0	
[false, false, true, false, false, false, true]	0	
[false, false, true, false, false, false, false]	0	
[false, false, false, true, true, true, true]	0	
[false, false, false, true, true, true, false]	0	
[false, false, false, true, true, false, true]	0	
[false, false, false, true, true, false, false]	0	
[false, false, false, true, false, true, true]	0	
[false, false, false, true, false, true, false]	0	
[false, false, false, true, false, false, true]	0	
[false, false, false, true, false, false, false]	0	
[false, false, false, false, true, true, true]	0	
[false, false, false, false, true, true, false]	0	
[false, false, false, false, true, false, true]	0	
[false, false, false, false, true, false, false]	0	
[false, false, false, false, false, true, true]	0	
[false, false, false, false, false, true, false]	0	
[false, false, false, false, false, false, true]	0	
[false, false, false, false, false, false, false]	0	
[true, true, true, true, true, true, true, true]	0	
[true, true, true, true, true, true, true, false]	0	
[true, true, true, true, true, true, false, true]	0	
[true, true, true, true, true, true, false, false]	0	
[true, true, true, true, true, false, true, true]	0	
[true, true, true, true, true, false, true, false]	0	
[true, true, true, true, true, false, false, true]	0	
[true, true, true, true, true, false, false, false]	0	
[true, true, true, true, false, true, true, true]	0	
[true, true, true, true, false, true, true, false]	0	
[true, true, true, true, false, true, false, true]	0	
[true, true, true, true, false, true, false, false]	0	
[true, true, true, true, false, false, true, true]	0	
[true, true, true, true, false, false, true, false]	0	
[true, true, true, true, false, false, false, true]	0	
[true, true, true, true, false, false, false, false]	0	
[true, true, true, false, true, true, true, true]	0	
[true, true, true, false, true, true, true, false]	0	
[true, true, true, false, true, true, false, true]	0	
[true, true, true, false, true, true, false, false]	0	
[true, true, true, false, true, false, true, true]	0	
[true, true, true, false, true, false, true, false]	0	
[true, true, true, false, true, false, false, true]	0	
[true, true, true, false, true, false, false, false]	0	
[true, true, true, false, false, true, true, true]	0	
[true, true, true, false, false, true, true, false]	0	
[true, true, true, false, false, true, false, true]	0	
[true, true, true, false, false, true, false, false]	0	
[true, true, true, false, false, false, true, true]	0	
[true, true, true, false, false, false, true, false]	0	
[true, true, true, false, false, false, false, true]	0	
[true, true, true, false, false, false, false, false]	0	
[true, true, false, true, true, true, true, true]	0	
[true, true, false, true, true, true, true, false]	0	
[true, true, false, true, true, true, false, true]	0	
[true, true, false, true, true, true, false, false]	0	
[true, true, false, true, true, false, true, true]	0	
[true, true, false, true, true, false, true, false]	0	
[true, true, false, true, true, false, false, true]	0	
[true, true, false, true, true, false, false, false]	0	
[true, true, false, true, false, true, true, true]	0	
[true, true, false, true, false, true, true, false]	0	
[true, true, false, true, false, true, false, true]	0	
[true, true, false, true, false, true, false, false]	0	
[true, true, false, true, false, false, true, true]	0	
[true, true, false, true, false, false, true, false]	0	
[true, true, false, true, false, false, false, true]	0	
[true, true, false, true, false, false, false, false]	0	
[true, true, false, false, true, true, true, true]	0	
[true, true, false, false, true, true, true, false]	0	
[true, true, false, false, true, true, false, true]	0	
[true, true, false, false, true, true, false, false]	0	
[true, true, false, false, true, false, true, true]	0	
[true, true, false, false, true, false, true, false]	0	
[true, true, false, false, true, false, false, true]	0	
[true, true, false, false, true, false, false, false]	0	
[true, true, false, false, false, true, true, true]	0	
[true, true, false, false, false, true, true, false]	0	
[true, true, false, false, false, true, false, true]	0	
[true, true, false, false, false, true, false, false]	0	
[true, true, false, false, false, false, true, true]	0	
[true, true, false, false, false, false, true, false]	0	
[true, true, false, false, false, false, false, true]	0	
[true, true, false, false, false, false, false, false]	0	
[true, false, true, true, true, true, true, true]	0	
[true, false, true, true, true, true, true, false]	0	
[true, false, true, true, true, true, false, true]	0	
[true, false, true, true, true, true, false, false]	0	
[true, false, true, true, true, false, true, true]	0	
[true, false, true, true, true, false, true, false]	0	
[true, false, true, true, true, false, false, true]	0	
[true, false, true, true, true, false, false, false]	0	
[true, false, true, true, false, true, true, true]	0	
[true, false, true, true, false, true, true, false]	0	
[true, false, true, true, false, true, false, true]	0	
[true, false, true, true, false, true, false, false]	0	
[true, false, true, true, false, false, true, true]	0	
[true, false, true, true, false, false, true, false]	0	
[true, false, true, true, false, false, false, true]	0	
[true, false, true, true, false, false, false, false]	0	
[true, false, true, false, true, true, true, true]	0	
[true, false, true, false, true, true, true, false]	0	
[true, false, true, false, true, true, false, true]	0	
[true, false, true, false, true, true, false, false]	0	
[true, false, true, false, true, false, true, true]	0	
[true, false, true, false, true, false, true, false]	0	
[true, false, true, false, true, false, false, true]	0	
[true, false, true, false, true, false, false, false]	0	
[true, false, true, false, false, true, true, true]	0	
[true, false, true, false, false, true, true, false]	0	
[true, false, true, false, false, true, false, true]	0	
[true, false, true, false, false, true, false, false]	0	
[true, false, true, false, false, false, true, true]	0	
[true, false, true, false, false, false, true, false]	0	
[true, false, true, false, false, false, false, true]	0	
[true, false, true, false, false, false, false, false]	0	
[true, false, false, true, true, true, true, true]	0	
[true, false, false, true, true, true, true, false]	0	
[true, false, false, true, true, true, false, true]	0	
[true, false, false, true, true, true, false, false]	0	
[true, false, false, true, true, false, true, true]	0	
[true, false, false, true, true, false, true, false]	0	
[true, false, false, true, true, false, false, true]	0	
[true, false, false, true, true, false, false, false]	0	
[true, false, false, true, false, true, true, true]	0	
[true, false, false, true, false, true, true, false]	0	
[true, false, false, true, false, true, false, true]	0	
[true, false, false, true, false, true, false, false]	0	
[true, false, false, true, false, false, true, true]	0	
[true, false, false, true, false, false, true, false]	0	
[true, false, false, true, false, false, false, true]	0	
[true, false, false, true, false, false, false, false]	0	
[true, false, false, false, true, true, true, true]	0	
[true, false, false, false, true, true, true, false]	0	
[true, false, false, false, true, true, false, true]	0	
[true, false, false, false, true, true, false, false]	0	
[true, false, false, false, true, false, true, true]	0	
[true, false, false, false, true, false, true, false]	0	
[true, false, false, false, true, false, false, true]	0	
[true, false, false, false, true, false, false, false]	0	
[true, false, false, false, false, true, true, true]	0	
[true, false, false, false, false, true, true, false]	0	
[true, false, false, false, false, true, false, true]	0	
[true, false, false, false, false, true, false, false]	0	
[true, false, false, false, false, false, true, true]	0	
[true, false, false, false, false, false, true, false]	0	
[true, false, false, false, false, false, false, true]	0	
[true, false, false, false, false, false, false, false]	0	
[false, true, true, true, true, true, true, true]	0	
[false, true, true, true, true, true, true, false]	0	
[false, true, true, true, true, true, false, true]	0	
[false, true, true, true, true, true, false, false]	0	
[false, true, true, true, true, false, true, true]	0	
[false, true, true, true, true, false, true, false]	0	
[false, true, true, true, true, false, false, true]	0	
[false, true, true, true, true, false, false, false]	0	
[false, true, true, true, false, true, true, true]	0	
[false, true, true, true, false, true, true, false]	0	
[false, true, true, true, false, true, false, true]	0	
[false, true, true, true, false, true, false, false]	0	
[false, true, true, true, false, false, true, true]	0	
[false, true, true, true, false, false, true, false]	0	
[false, true, true, true, false, false, false, true]	0	
[false, true, true, true, false, false, false, false]	0	
[false, true, true, false, true, true, true, true]	0	
[false, true, true, false, true, true, true, false]	0	
[false, true, true, false, true, true, false, true]	0	
[false, true, true, false, true, true, false, false]	0	
[false, true, true, false, true, false, true, true]	0	
[false, true, true, false, true, false, true, false]	0	
[false, true, true, false, true, false, false, true]	0	
[false, true, true, false, true, false, false, false]	0	
[false, true, true, false, false, true, true, true]	0	
[false, true, true, false, false, true, true, false]	0	
[false, true, true, false, false, true, false, true]	0	
[false, true, true, false, false, true, false, false]	0	
[false, true, true, false, false, false, true, true]	0	
[false, true, true, false, false, false, true, false]	0	
[false, true, true, false, false, false, false, true]	0	
[false, true, true, false, false, false, false, false]	0	
[false, true, false, true, true, true, true, true]	0	
[false, true, false, true, true, true, true, false]	0	
[false, true, false, true, true, true, false, true]	0	
[false, true, false, true, true, true, false, false]	0	
[false, true, false, true, true, false, true, true]	0	
[false, true, false, true, true, false, true, false]	0	
[false, true, false, true, true, false, false, true]	0	
[false, true, false, true, true, false, false, false]	0	
[false, true, false, true, false, true, true, true]	0	
[false, true, false, true, false, true, true, false]	0	
[false, true, false, true, false, true, false, true]	0	
[false, true, false, true, false, true, false, false]	0	
[false, true, false, true, false, false, true, true]	0	
[false, true, false, true, false, false, true, false]	0	
[false, true, false, true, false, false, false, true]	0	
[false, true, false, true, false, false, false, false]	0	
[false, true, false, false, true, true, true, true]	0	
[false, true, false, false, true, true, true, false]	0	
[false, true, false, false, true, true, false, true]	0	
[false, true, false, false, true, true, false, false]	0	
[false, true, false, false, true, false, true, true]	0	
[false, true, false, false, true, false, true, false]	0	
[false, true, false, false, true, false, false, true]	0	
[false, true, false, false, true, false, false, false]	0	
[false, true, false, false, false, true, true, true]	0	
[false, true, false, false, false, true, true, false]	0	
[false, true, false, false, false, true, false, true]	0	
[false, true, false, false, false, true, false, false]	0	
[false, true, false, false, false, false, true, true]	0	
[false, true, false, false, false, false, true, false]	0	
[false, true, false, false, false, false, false, true]	0	
[false, true, false, false, false, false, false, false]	0	
[false, false, true, true, true, true, true, true]	0	
[false, false, true, true, true, true, true, false]	0	
[false, false, true, true, true, true, false, true]	0	
[false, false, true, true, true, true, false, false]	0	
[false, false, true, true, true, false, true, true]	0	
[false, false, true, true, true, false, true, false]	0	
[false, false, true, true, true, false, false, true]	0	
[false, false, true, true, true, false, false, false]	0	
[false, false, true, true, false, true, true, true]	0	
[false, false, true, true, false, true, true, false]	0	
[false, false, true, true, false, true, false, true]	0	
[false, false, true, true, false, true, false, false]	0	
[false, false, true, true, false, false, true, true]	0	
[false, false, true, true, false, false, true, false]	0	
[false, false, true, true, false, false, false, true]	0	
[false, false, true, true, false, false, false, false]	0	
[false, false, true, false, true, true, true, true]	0	
[false, false, true, false, true, true, true, false]	0	
[false, false, true, false, true, true, false, true]	0	
[false, false, true, false, true, true, false, false]	0	
[false, false, true, false, true, false, true, true]	0	
[false, false, true, false, true, false, true, false]	0	
[false, false, true, false, true, false, false, true]	0	
[false, false, true, false, true, false, false, false]	0	
[false, false, true, false, false, true, true, true]	0	
[false, false, true, false, false, true, true, false]	0	
[false, false, true, false, false, true, false, true]	0	
[false, false, true, false, false, true, false, false]	0	
[false, false, true, false, false, false, true, true]	0	
[false, false, true, false, false, false, true, false]	0	
[false, false, true, false, false, false, false, true]	0	
[false, false, true, false, false, false, false, false]	0	
[false, false, false, true, true, true, true, true]	0	
[false, false, false, true, true, true, true, false]	0	
[false, false, false, true, true, true, false, true]	0	
[false, false, false, true, true, true, false, false]	0	
[false, false, false, true, true, false, true, true]	0	
[false, false, false, true, true, false, true, false]	0	
[false, false, false, true, true, false, false, true]	0	
[false, false, false, true, true, false, false, false]	0	
[false, false, false, true, false, true, true, true]	0	
[false, false, false, true, false, true, true, false]	0	
[false, false, false, true, false, true, false, true]	0	
[false, false, false, true, false, true, false, false]	0	
[false, false, false, true, false, false, true, true]	0	
[false, false, false, true, false, false, true, false]	0	
[false, false, false, true, false, false, false, true]	0	
[false, false, false, true, false, false, false, false]	0	
[false, false, false, false, true, true, true, true]	0	
[false, false, false, false, true, true, true, false]	0	
[false, false, false, false, true, true, false, true]	0	
[false, false, false, false, true, true, false, false]	0	
[false, false, false, false, true, false, true, true]	0	
[false, false, false, false, true, false, true, false]	0	
[false, false, false, false, true, false, false, true]	0	
[false, false, false, false, true, false, false, false]	0	
[false, false, false, false, false, true, true, true]	0	
[false, false, false, false, false, true, true, false]	0	
[false, false, false, false, false, true, false, true]	0	
[false, false, false, false, false, true, false, false]	0	
[false, false, false, false, false, false, true, true]	0	
[false, false, false, false, false, false, true, false]	0	
[false, false, false, false, false, false, false, true]	0	
[false, false, false, false, false, false, false, false]	0	
[true, true, true, true, true, true, true, true, true]	0	
[true, true, true, true, true, true, true, true, false]	0	
[true, true, true, true, true, true, true, false, true]	0	
[true, true, true, true, true, true, true, false, false]	0	
[true, true, true, true, true, true, false, true, true]	0	
[true, true, true, true, true, true, false, true, false]	0	
[true, true, true, true, true, true, false, false, true]	0	
[true, true, true, true, true, true, false, false, false]	0	
[true, true, true, true, true, false, true, true, true]	0	
[true, true, true, true, true, false, true, true, false]	0	
[true, true, true, true, true, false, true, false, true]	0	
[true, true, true, true, true, false, true, false, false]	0	
[true, true, true, true, true, false, false, true, true]	0	
[true, true, true, true, true, false, false, true, false]	0	
[true, true, true, true, true, false, false, false, true]	0	
[true, true, true, true, true, false, false, false, false]	0	
[true, true, true, true, false, true, true, true, true]	0	
[true, true, true, true, false, true, true, true, false]	0	
[true, true, true, true, false, true, true, false, true]	0	
[true, true, true, true, false, true, true, false, false]	0	
[true, true, true, true, false, true, false, true, true]	0	
[true, true, true, true, false, true, false, true, false]	0	
[true, true, true, true, false, true, false, false, true]	0	
[true, true, true, true, false, true, false, false, false]	0	
[true, true, true, true, false, false, true, true, true]	0	
[true, true, true, true, false, false, true, true, false]	0	
[true, true, true, true, false, false, true, false, true]	0	
[true, true, true, true, false, false, true, false, false]	0	
[true, true, true, true, false, false, false, true, true]	0	
[true, true, true, true, false, false, false, true, false]	0	
[true, true, true, true, false, false, false, false, true]	0	
[true, true, true, true, false, false, false, false, false]	0	
[true, true, true, false, true, true, true, true, true]	0	
[true, true, true, false, true, true, true, true, false]	0	
[true, true, true, false, true, true, true, false, true]	0	
[true, true, true, false, true, true, true, false, false]	0	
[true, true, true, false, true, true, false, true, true]	0	
[true, true, true, false, true, true, false, true, false]	0	
[true, true, true, false, true, true, false, false, true]	0	
[true, true, true, false, true, true, false, false, false]	0	
[true, true, true, false, true, false, true, true, true]	0	
[true, true, true, false, true, false, true, true, false]	0	
[true, true, true, false, true, false, true, false, true]	0	
[true, true, true, false, true, false, true, false, false]	0	
[true, true, true, false, true, false, false, true, true]	0	
[true, true, true, false, true, false, false, true, false]	0	
[true, true, true, false, true, false, false, false, true]	0	
[true, true, true, false, true, false, false, false, false]	0	
[true, true, true, false, false, true, true, true, true]	0	
[true, true, true, false, false, true, true, true, false]	0	
[true, true, true, false, false, true, true, false, true]	0	
[true, true, true, false, false, true, true, false, false]	0	
[true, true, true, false, false, true, false, true, true]	0	
[true, true, true, false, false, true, false, true, false]	0	
[true, true, true, false, false, true, false, false, true]	0	
[true, true, true, false, false, true, false, false, false]	0	
[true, true, true, false, false, false, true, true, true]	0	
[true, true, true, false, false, false, true, true, false]	0	
[true, true, true, false, false, false, true, false, true]	0	
[true, true, true, false, false, false, true, false, false]	0	
[true, true, true, false, false, false, false, true, true]	0	
[true, true, true, false, false, false, false, true, false]	0	
[true, true, true, false, false, false, false, false, true]	0	
[true, true, true, false, false, false, false, false, false]	0	
[true, true, false, true, true, true, true, true, true]	0	
[true, true, false, true, true, true, true, true, false]	0	
[true, true, false, true, true, true, true, false, true]	0	
[true, true, false, true, true, true, true, false, false]	0	
[true, true, false, true, true, true, false, true, true]	0	
[true, true, false, true, true, true, false, true, false]	0	
[true, true, false, true, true, true, false, false, true]	0	
[true, true, false, true, true, true, false, false, false]	0	
[true, true, false, true, true, false, true, true, true]	0	
[true, true, false, true, true, false, true, true, false]	0	
[true, true, false, true, true, false, true, false, true]	0	
[true, true, false, true, true, false, true, false, false]	0	
[true, true, false, true, true, false, false, true, true]	0	
[true, true, false, true, true, false, false, true, false]	0	
[true, true, false, true, true, false, false, false, true]	0	
[true, true, false, true, true, false, false, false, false]	0	
[true, true, false, true, false, true, true, true, true]	0	
[true, true, false, true, false, true, true, true, false]	0	
[true, true, false, true, false, true, true, false, true]	0	
[true, true, false, true, false, true, true, false, false]	0	
[true, true, false, true, false, true, false, true, true]	0	
[true, true, false, true, false, true, false, true, false]	0	
[true, true, false, true, false, true, false, false, true]	0	
[true, true, false, true, false, true, false, false, false]	0	
[true, true, false, true, false, false, true, true, true]	0	
[true, true, false, true, false, false, true, true, false]	0	
[true, true, false, true, false, false, true, false, true]	0	
[true, true, false, true, false, false, true, false, false]	0	
[true, true, false, true, false, false, false, true, true]	0	
[true, true, false, true, false, false, false, true, false]	0	
[true, true, false, true, false, false, false, false, true]	0	
[true, true, false, true, false, false, false, false, false]	0	
[true, true, false, false, true, true, true, true, true]	0	
[true, true, false, false, true, true, true, true, false]	0	
[true, true, false, false, true, true, true, false, true]	0	
[true, true, false, false, true, true, true, false, false]	0	
[true, true, false, false, true, true, false, true, true]	0	
[true, true, false, false, true, true, false, true, false]	0	
[true, true, false, false, true, true, false, false, true]	0	
[true, true, false, false, true, true, false, false, false]	0	
[true, true, false, false, true, false, true, true, true]	0	
[true, true, false, false, true, false, true, true, false]	0	
[true, true, false, false, true, false, true, false, true]	0	
[true, true, false, false, true, false, true, false, false]	0	
[true, true, false, false, true, false, false, true, true]	0	
[true, true, false, false, true, false, false, true, false]	0	
[true, true, false, false, true, false, false, false, true]	0	
[true, true, false, false, true, false, false, false, false]	0	
[true, true, false, false, false, true, true, true, true]	0	
[true, true, false, false, false, true, true, true, false]	0	
[true, true, false, false, false, true, true, false, true]	0	
[true, true, false, false, false, true, true, false, false]	0	
[true, true, false, false, false, true, false, true, true]	0	
[true, true, false, false, false, true, false, true, false]	0	
[true, true, false, false, false, true, false, false, true]	0	
[true, true, false, false, false, true, false, false, false]	0	
[true, true, false, false, false, false, true, true, true]	0	
[true, true, false, false, false, false, true, true, false]	0	
[true, true, false, false, false, false, true, false, true]	0	
[true, true, false, false, false, false, true, false, false]	0	
[true, true, false, false, false, false, false, true, true]	0	
[true, true, false, false, false, false, false, true, false]	0	
[true, true, false, false, false, false, false, false, true]	0	
[true, true, false, false, false, false, false, false, false]	0	
[true, false, true, true, true, true, true, true, true]	0.000061739	
[true, false, true, true, true, true, true, true, false]	0.000082319	
[true, false, true, true, true, true, true, false, true]	0.000320128	
[true, false, true, true, true, true, true, false, false]	0.000040016	
[true, false, true, true, true, true, false, true, true]	0.000192077	
[true, false, true, true, true, true, false, true, false]	0.000256102	
[true, false, true, true, true, true, false, false, true]	0.001394336	
[true, false, true, true, true, true, false, false, false]	0.000174292	
[true, false, true, true, true, false, true, true, true]	0.000009004	
[true, false, true, true, true, false, true, true, false]	0.000015006	
[true, false, true, true, true, false, true, false, true]	0.000049111	
[true, false, true, true, true, false, true, false, false]	0.000010913	
[true, false, true, true, true, false, false, true, true]	0.000028011	
[true, false, true, true, true, false, false, true, false]	0.000046685	
[true, false, true, true, true, false, false, false, true]	0.000213904	
[true, false, true, true, true, false, false, false, false]	0.000047534	
[true, false, true, true, false, true, true, true, true]	0.000294118	
[true, false, true, true, false, true, true, true, false]	0.000392157	
[true, false, true, true, false, true, true, false, true]	0.001830065	
[true, false, true, true, false, true, true, false, false]	0.000228758	
[true, false, true, true, false, true, false, true, true]	0.000855615	
[true, false, true, true, false, true, false, true, false]	0.00114082	
[true, false, true, true, false, true, false, false, true]	0.00798574	
[true, false, true, true, false, true, false, false, false]	0.000998217	
[true, false, true, true, false, false, true, true, true]	0.000128676	
[true, false, true, true, false, false, true, true, false]	0.000214461	
[true, false, true, true, false, false, true, false, true]	0.000842246	
[true, false, true, true, false, false, true, false, false]	0.000187166	
[true, false, true, true, false, false, false, true, true]	0.000374332	
[true, false, true, true, false, false, false, true, false]	0.000623886	
[true, false, true, true, false, false, false, false, true]	0.003675255	
[true, false, true, true, false, false, false, false, false]	0.000816723	
[true, false, true, false, true, true, true, true, true]	0.00014967	
[true, false, true, false, true, true, true, true, false]	0.00019956	
[true, false, true, false, true, true, true, false, true]	0.000776068	
[true, false, true, false, true, true, true, false, false]	0.000097009	
[true, false, true, false, true, true, false, true, true]	0.000582051	
[true, false, true, false, true, true, false, true, false]	0.000776068	
[true, false, true, false, true, true, false, false, true]	0.004225259	
[true, false, true, false, true, true, false, false, false]	0.000528157	
[true, false, true, false, true, false, true, true, true]	0.000021827	
[true, false, true, false, true, false, true, true, false]	0.000036378	
[true, false, true, false, true, false, true, false, true]	0.000119056	
[true, false, true, false, true, false, true, false, false]	0.000026457	
[true, false, true, false, true, false, false, true, true]	0.000084882	
[true, false, true, false, true, false, false, true, false]	0.000141471	
[true, false, true, false, true, false, false, false, true]	0.000648193	
